,text_recessie_gold,text_recessie,text_boukes_gold,text_boukes,text_LIWC_gold,text_LIWC,text_sentistrength_gold,text_sentistrength,text_pattern_gold,text_pattern,text_polyglot_gold,text_polyglot,text_DANEW_gold,text_DANEW,text_top4_gold,text_top4,text_top3_gold,text_top3,text_top2_gold,text_top2,text_top1_gold,text_top1
605,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,1,0,1,0,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
607,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
608,1,-1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,0
609,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
610,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
611,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1
612,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
613,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
614,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
615,1,0,1,0,1,-1,1,1,1,-1,1,0,1,0,1,0,1,0,1,-1,1,-1
616,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
617,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
618,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1
619,1,0,1,1,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0
620,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
621,1,0,1,0,1,0,1,-1,1,0,1,1,1,-1,1,0,1,0,1,1,1,0
622,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
623,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0
624,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1
625,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,0,-1,0,-1,0,-1,0,-1
626,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,-1,1,-1,0,-1,-1
627,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
628,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1
629,0,-1,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0
630,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
631,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,0,0,-1
632,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
633,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1
634,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
635,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
636,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
637,0,0,0,0,0,-1,0,1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1
638,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
639,1,0,1,0,1,0,1,1,1,1,1,-1,1,1,1,0,1,0,1,0,1,0
640,1,0,1,0,1,0,1,1,1,-1,1,0,1,0,1,0,1,1,1,0,1,0
641,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0
642,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
643,0,-1,0,-1,0,-1,0,1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1
644,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0
645,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
646,1,0,1,-1,1,0,1,1,1,0,1,-1,1,0,1,0,1,0,1,0,1,0
647,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
648,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
649,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1
651,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
652,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
653,1,0,1,0,1,1,1,0,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1
654,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0
655,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
656,1,0,1,0,1,1,1,1,1,-1,1,0,1,-1,1,0,1,1,1,0,1,1
657,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
658,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
659,1,-1,1,0,1,0,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
660,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
661,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
662,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
663,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
664,1,0,1,-1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
665,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0
666,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0
667,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
668,1,-1,1,0,1,-1,1,1,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1
669,1,-1,1,0,1,1,1,0,1,1,1,1,1,-1,1,0,1,0,1,1,1,1
670,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0
671,1,0,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,-1,1,-1,1,-1
672,1,0,1,1,1,0,1,0,1,1,1,0,1,-1,1,0,1,0,1,0,1,0
673,1,0,1,0,1,-1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
674,1,0,1,0,1,1,1,0,1,1,1,0,1,-1,1,0,1,1,1,1,1,1
675,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
676,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
677,1,0,1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0
678,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
679,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
680,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
681,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
682,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
683,0,0,0,-1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
684,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
685,1,0,1,0,1,0,1,1,1,0,1,1,1,-1,1,0,1,1,1,1,1,0
686,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
687,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0
688,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
689,1,0,1,-1,1,-1,1,-1,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
690,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
691,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0
692,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,1,0,1,0,1,-1,1,0,1,1,1,0,1,1,1,0,1,-1,1,-1,1,-1
694,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,1
695,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
696,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
697,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0
698,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
699,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1,1,0,1,1,1,0,1,1
700,1,0,1,0,1,1,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,1
701,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
702,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1
703,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
704,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0
705,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
706,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
707,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
708,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
709,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
710,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
711,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
712,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
713,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0
714,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1
715,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
716,1,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
717,1,0,1,0,1,0,1,0,1,0,1,1,1,-1,1,0,1,0,1,1,1,0
718,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
719,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
721,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
722,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
723,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
724,-1,0,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
725,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
726,-1,0,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1
727,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1
728,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
729,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0
730,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
731,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1
732,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1
733,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
734,-1,0,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0
735,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0
736,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
737,1,0,1,0,1,1,1,1,1,0,1,0,1,-1,1,0,1,1,1,0,1,1
738,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
739,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
740,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1
741,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
742,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0
743,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
744,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
745,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0
746,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0
747,1,0,1,0,1,0,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,0
748,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
749,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
750,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
751,1,0,1,0,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,0,1,0
752,1,0,1,0,1,1,1,0,1,-1,1,-1,1,0,1,0,1,0,1,0,1,1
753,1,0,1,0,1,0,1,0,1,0,1,1,1,-1,1,0,1,1,1,1,1,0
754,1,0,1,1,1,-1,1,0,1,1,1,0,1,-1,1,-1,1,0,1,0,1,-1
755,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
756,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0
757,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,0
758,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0
759,1,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,-1
760,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
761,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
762,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
763,1,0,1,-1,1,0,1,1,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,0
764,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
765,1,0,1,0,1,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,0,1,0
766,1,0,1,-1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,-1,1,0
767,1,0,1,0,1,0,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
768,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
769,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
770,1,0,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,1,0
771,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,1,-1,1,-1,0,-1,0
772,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,-1
773,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
774,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
775,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
776,1,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1
777,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,0
778,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
779,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
780,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1
781,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
782,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0
783,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
784,1,0,1,-1,1,0,1,1,1,-1,1,-1,1,1,1,0,1,0,1,-1,1,0
785,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
786,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
787,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
788,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
789,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
790,1,0,1,-1,1,0,1,1,1,0,1,1,1,-1,1,0,1,1,1,0,1,0
791,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0
792,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
793,1,0,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1
794,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
795,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
796,-1,0,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
797,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
798,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
801,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
802,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
803,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1
804,1,0,1,0,1,-1,1,0,1,0,1,1,1,-1,1,-1,1,0,1,0,1,-1
805,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
806,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
807,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0
808,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
809,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
810,1,0,1,0,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
811,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
812,1,0,1,0,1,1,1,1,1,-1,1,-1,1,0,1,0,1,0,1,0,1,1
813,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
814,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,1,-1,0
815,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
816,1,-1,1,1,1,0,1,1,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,0
817,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
818,1,-1,1,0,1,1,1,-1,1,1,1,0,1,1,1,0,1,-1,1,1,1,1
819,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
820,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
821,1,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1
822,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
823,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
824,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
825,0,-1,0,1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0
826,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
827,1,-1,1,1,1,0,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,0,1,0
828,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
829,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
830,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
831,1,0,1,1,1,0,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,0
832,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
833,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1
834,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0
835,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
836,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0
837,1,0,1,0,1,0,1,1,1,1,1,-1,1,-1,1,0,1,0,1,0,1,0
838,1,0,1,0,1,0,1,1,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,0
839,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
840,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0
841,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
842,1,0,1,1,1,1,1,1,1,0,1,-1,1,0,1,0,1,0,1,0,1,1
843,1,-1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
844,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
845,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
846,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1
847,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
848,1,0,1,1,1,1,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,1
849,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0
850,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
851,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1
852,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
853,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
854,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
856,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
857,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1
858,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
859,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
860,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
861,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
862,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
